Date,AZPN
2022-02-28,152.41000366210938
2022-03-01,147.52000427246094
2022-03-02,146.75
2022-03-03,148.58999633789062
2022-03-04,150.1300048828125
2022-03-07,144.85000610351562
2022-03-08,143.08999633789062
2022-03-09,145.9199981689453
2022-03-10,140.4499969482422
2022-03-11,139.47999572753906
2022-03-14,137.3300018310547
2022-03-15,136.7899932861328
2022-03-16,139.47000122070312
2022-03-17,139.8800048828125
2022-03-18,146.13999938964844
2022-03-21,144.9499969482422
2022-03-22,147.33999633789062
2022-03-23,149.5399932861328
2022-03-24,153.32000732421875
2022-03-25,157.85000610351562
2022-03-28,159.25
2022-03-29,163.22999572753906
2022-03-30,163.7899932861328
2022-03-31,165.3699951171875
2022-04-01,166.9600067138672
2022-04-04,167.72000122070312
2022-04-05,166.2899932861328
2022-04-06,167.5500030517578
2022-04-07,167.8000030517578
2022-04-08,165.0
2022-04-11,163.1300048828125
2022-04-12,163.5500030517578
2022-04-13,163.5
2022-04-14,161.9499969482422
2022-04-18,161.0399932861328
2022-04-19,161.82000732421875
2022-04-20,161.64999389648438
2022-04-21,162.05999755859375
2022-04-22,156.91000366210938
2022-04-25,158.8300018310547
2022-04-26,153.00999450683594
2022-04-27,149.35000610351562
2022-04-28,162.1199951171875
2022-04-29,158.5399932861328
2022-05-02,158.38999938964844
2022-05-03,162.58999633789062
2022-05-04,170.02000427246094
2022-05-05,167.5
2022-05-06,163.25
2022-05-09,160.39999389648438
2022-05-10,159.50999450683594
2022-05-11,158.66000366210938
2022-05-12,162.41000366210938
2022-05-13,165.75
2022-05-16,166.3000030517578
2022-05-17,184.0
2022-05-18,178.2100067138672
2022-05-19,187.0
2022-05-20,194.00999450683594
2022-05-23,192.0
2022-05-24,190.0
2022-05-25,189.8300018310547
2022-05-26,190.64999389648438
2022-05-27,197.72999572753906
2022-05-31,193.49000549316406
2022-06-01,200.19000244140625
2022-06-02,203.44000244140625
2022-06-03,201.6999969482422
2022-06-06,201.42999267578125
2022-06-07,210.22999572753906
2022-06-08,206.61000061035156
2022-06-09,196.4499969482422
2022-06-10,196.0
2022-06-13,191.77000427246094
2022-06-14,184.30999755859375
2022-06-15,185.22999572753906
2022-06-16,179.17999267578125
2022-06-17,189.1999969482422
2022-06-21,197.75
2022-06-22,197.5
2022-06-23,191.24000549316406
2022-06-24,197.38999938964844
2022-06-27,196.7899932861328
2022-06-28,192.5399932861328
2022-06-29,194.02999877929688
2022-06-30,183.67999267578125
2022-07-01,191.24000549316406
2022-07-05,191.0500030517578
2022-07-06,191.33999633789062
2022-07-07,187.8800048828125
2022-07-08,187.52000427246094
2022-07-11,188.58999633789062
2022-07-12,179.77999877929688
2022-07-13,178.64999389648438
2022-07-14,175.99000549316406
2022-07-15,176.1199951171875
2022-07-18,175.3000030517578
2022-07-19,178.89999389648438
2022-07-20,180.52999877929688
2022-07-21,182.3000030517578
2022-07-22,181.89999389648438
2022-07-25,182.44000244140625
2022-07-26,180.97999572753906
2022-07-27,196.00999450683594
2022-07-28,195.14999389648438
2022-07-29,204.08999633789062
2022-08-01,205.44000244140625
2022-08-02,207.83999633789062
2022-08-03,209.9499969482422
2022-08-04,212.75
2022-08-05,213.1199951171875
2022-08-08,207.5500030517578
2022-08-09,200.08999633789062
2022-08-10,208.33999633789062
2022-08-11,213.0
2022-08-12,216.38999938964844
2022-08-15,218.72999572753906
2022-08-16,215.11000061035156
2022-08-17,217.00999450683594
2022-08-18,226.8800048828125
2022-08-19,223.85000610351562
2022-08-22,215.1300048828125
2022-08-23,215.02999877929688
2022-08-24,218.47999572753906
2022-08-25,216.6300048828125
2022-08-26,216.14999389648438
2022-08-29,213.50999450683594
2022-08-30,206.74000549316406
2022-08-31,210.60000610351562
2022-09-01,208.11000061035156
2022-09-02,208.57000732421875
2022-09-06,207.85000610351562
2022-09-07,213.0
2022-09-08,215.67999267578125
2022-09-09,221.41000366210938
2022-09-12,225.6300048828125
2022-09-13,225.1999969482422
2022-09-14,227.0
2022-09-15,223.11000061035156
2022-09-16,226.3699951171875
2022-09-19,231.00999450683594
2022-09-20,226.24000549316406
2022-09-21,225.25999450683594
2022-09-22,223.30999755859375
2022-09-23,222.14999389648438
2022-09-26,221.47999572753906
2022-09-27,232.6699981689453
2022-09-28,239.64999389648438
2022-09-29,234.0800018310547
2022-09-30,238.1999969482422
2022-10-03,243.19000244140625
2022-10-04,250.0500030517578
2022-10-05,256.2300109863281
2022-10-06,253.9499969482422
2022-10-07,253.41000366210938
2022-10-10,249.8000030517578
2022-10-11,247.1300048828125
2022-10-12,244.1300048828125
2022-10-13,250.82000732421875
2022-10-14,242.0500030517578
2022-10-17,252.3300018310547
2022-10-18,253.0
2022-10-19,248.88999938964844
2022-10-20,246.3000030517578
2022-10-21,253.63999938964844
2022-10-24,249.77000427246094
2022-10-25,252.6300048828125
2022-10-26,248.39999389648438
2022-10-27,235.80999755859375
2022-10-28,240.57000732421875
2022-10-31,241.4499969482422
2022-11-01,240.97000122070312
2022-11-02,235.80999755859375
2022-11-03,237.86000061035156
2022-11-04,233.00999450683594
2022-11-07,227.38999938964844
2022-11-08,226.1999969482422
2022-11-09,223.2100067138672
2022-11-10,235.5
2022-11-11,239.72000122070312
2022-11-14,238.30999755859375
2022-11-15,248.24000549316406
2022-11-16,246.55999755859375
2022-11-17,241.39999389648438
2022-11-18,239.86000061035156
2022-11-21,231.0
2022-11-22,238.64999389648438
2022-11-23,239.75
2022-11-25,243.67999267578125
2022-11-28,230.77000427246094
2022-11-29,219.02000427246094
2022-11-30,230.5
2022-12-01,239.49000549316406
2022-12-02,239.99000549316406
2022-12-05,229.85000610351562
2022-12-06,220.19000244140625
2022-12-07,226.05999755859375
2022-12-08,224.33999633789062
2022-12-09,217.0500030517578
2022-12-12,214.92999267578125
2022-12-13,217.1199951171875
2022-12-14,211.64999389648438
2022-12-15,206.27000427246094
2022-12-16,201.11000061035156
2022-12-19,199.97000122070312
2022-12-20,203.38999938964844
2022-12-21,204.3000030517578
2022-12-22,204.61000061035156
2022-12-23,202.2100067138672
2022-12-27,201.58999633789062
2022-12-28,200.47000122070312
2022-12-29,205.6199951171875
2022-12-30,205.39999389648438
2023-01-03,206.25999450683594
2023-01-04,206.02000427246094
2023-01-05,200.00999450683594
2023-01-06,201.13999938964844
2023-01-09,201.67999267578125
2023-01-10,202.07000732421875
2023-01-11,206.11000061035156
2023-01-12,203.27999877929688
2023-01-13,200.74000549316406
2023-01-17,204.66000366210938
2023-01-18,195.1999969482422
2023-01-19,193.77000427246094
2023-01-20,196.5500030517578
2023-01-23,199.1699981689453
2023-01-24,198.25
2023-01-25,194.27000427246094
2023-01-26,189.7899932861328
2023-01-27,190.75
2023-01-30,195.7100067138672
2023-01-31,198.75
2023-02-01,206.82000732421875
2023-02-02,204.13999938964844
2023-02-03,200.72999572753906
2023-02-06,206.86000061035156
2023-02-07,211.66000366210938
2023-02-08,209.32000732421875
2023-02-09,207.8300018310547
2023-02-10,206.47000122070312
2023-02-13,211.4499969482422
2023-02-14,214.8800048828125
2023-02-15,216.63999938964844
2023-02-16,213.19000244140625
2023-02-17,213.9499969482422
2023-02-21,211.9199981689453
2023-02-22,216.1699981689453
2023-02-23,218.27000427246094
2023-02-24,214.63999938964844
2023-02-27,215.4199981689453
2023-02-28,212.00999450683594
2023-03-01,214.5800018310547
2023-03-02,218.4199981689453
2023-03-03,220.3000030517578
2023-03-06,217.60000610351562
2023-03-07,213.6699981689453
2023-03-08,216.72999572753906
2023-03-09,218.1999969482422
2023-03-10,214.1199951171875
2023-03-13,213.69000244140625
2023-03-14,218.61000061035156
2023-03-15,203.94000244140625
2023-03-16,205.58999633789062
2023-03-17,199.49000549316406
2023-03-20,198.75999450683594
2023-03-21,203.1999969482422
2023-03-22,201.8800048828125
2023-03-23,204.74000549316406
2023-03-24,199.75
2023-03-27,206.83999633789062
2023-03-28,208.3699951171875
2023-03-29,217.17999267578125
2023-03-30,217.77999877929688
2023-03-31,228.8699951171875
2023-04-03,231.1199951171875
2023-04-04,229.7899932861328
2023-04-05,227.94000244140625
2023-04-06,225.97999572753906
2023-04-10,233.6999969482422
2023-04-11,237.5
2023-04-12,244.33999633789062
2023-04-13,243.00999450683594
2023-04-14,241.63999938964844
2023-04-17,234.72000122070312
2023-04-18,230.8800048828125
2023-04-19,228.0800018310547
2023-04-20,235.8000030517578
2023-04-21,234.75999450683594
2023-04-24,232.8300018310547
2023-04-25,232.3300018310547
2023-04-26,231.7899932861328
2023-04-27,174.89999389648438
2023-04-28,177.0
2023-05-01,176.47999572753906
2023-05-02,172.8800048828125
2023-05-03,179.27999877929688
2023-05-04,164.05999755859375
2023-05-05,172.57000732421875
2023-05-08,171.64999389648438
2023-05-09,169.0800018310547
2023-05-10,169.8300018310547
2023-05-11,166.47000122070312
2023-05-12,168.17999267578125
2023-05-15,166.80999755859375
2023-05-16,167.5500030517578
2023-05-17,168.6199951171875
2023-05-18,169.0399932861328
2023-05-19,169.11000061035156
2023-05-22,171.02999877929688
2023-05-23,168.8800048828125
2023-05-24,165.44000244140625
2023-05-25,165.88999938964844
2023-05-26,164.0
2023-05-30,163.36000061035156
2023-05-31,163.9199981689453
2023-06-01,164.9600067138672
2023-06-02,165.5
2023-06-05,164.42999267578125
2023-06-06,165.4600067138672
2023-06-07,165.39999389648438
2023-06-08,164.75
2023-06-09,163.69000244140625
2023-06-12,166.1699981689453
2023-06-13,165.8000030517578
2023-06-14,164.5500030517578
2023-06-15,166.80999755859375
2023-06-16,167.3300018310547
2023-06-20,166.35000610351562
2023-06-21,165.67999267578125
2023-06-22,164.5399932861328
2023-06-23,162.60000610351562
2023-06-26,162.11000061035156
2023-06-27,164.89999389648438
2023-06-28,163.7100067138672
2023-06-29,165.1199951171875
2023-06-30,167.61000061035156
2023-07-03,166.80999755859375
2023-07-05,168.0
2023-07-06,166.8800048828125
2023-07-07,169.13999938964844
2023-07-10,172.38999938964844
2023-07-11,175.22999572753906
2023-07-12,180.7899932861328
2023-07-13,177.9499969482422
2023-07-14,177.47000122070312
2023-07-17,177.1199951171875
2023-07-18,176.7100067138672
2023-07-19,178.63999938964844
2023-07-20,175.3300018310547
2023-07-21,172.07000732421875
2023-07-24,173.2100067138672
2023-07-25,174.0500030517578
2023-07-26,173.22999572753906
2023-07-27,173.00999450683594
2023-07-28,176.16000366210938
2023-07-31,178.5
2023-08-01,180.7100067138672
2023-08-02,198.22000122070312
2023-08-03,196.7100067138672
2023-08-04,188.41000366210938
2023-08-07,188.8000030517578
2023-08-08,185.07000732421875
2023-08-09,188.0
2023-08-10,189.41000366210938
2023-08-11,189.75999450683594
2023-08-14,191.60000610351562
2023-08-15,192.44000244140625
2023-08-16,194.5
2023-08-17,190.5500030517578
2023-08-18,191.8300018310547
2023-08-21,193.32000732421875
2023-08-22,193.8000030517578
2023-08-23,194.5
2023-08-24,192.02000427246094
2023-08-25,193.1199951171875
2023-08-28,195.1300048828125
2023-08-29,194.0
2023-08-30,195.5399932861328
2023-08-31,194.0
2023-09-01,194.16000366210938
2023-09-05,190.9600067138672
2023-09-06,188.64999389648438
2023-09-07,193.3000030517578
2023-09-08,195.0800018310547
2023-09-11,195.9499969482422
2023-09-12,196.8699951171875
2023-09-13,198.3699951171875
2023-09-14,199.7899932861328
2023-09-15,197.22999572753906
2023-09-18,198.85000610351562
2023-09-19,202.02000427246094
2023-09-20,205.4600067138672
2023-09-21,198.9199981689453
2023-09-22,198.63999938964844
2023-09-25,201.6300048828125
2023-09-26,198.67999267578125
2023-09-27,201.13999938964844
2023-09-28,205.0800018310547
2023-09-29,204.25999450683594
2023-10-02,203.1999969482422
2023-10-03,199.8300018310547
2023-10-04,201.22999572753906
2023-10-05,200.77000427246094
2023-10-06,202.74000549316406
2023-10-09,201.9499969482422
2023-10-10,202.49000549316406
2023-10-11,204.8300018310547
2023-10-12,200.50999450683594
2023-10-13,199.05999755859375
2023-10-16,198.44000244140625
2023-10-17,197.7100067138672
2023-10-18,192.88999938964844
2023-10-19,189.60000610351562
2023-10-20,180.9199981689453
2023-10-23,178.67999267578125
2023-10-24,179.39999389648438
2023-10-25,176.8699951171875
2023-10-26,180.0
2023-10-27,178.49000549316406
2023-10-30,178.83999633789062
2023-10-31,177.75
2023-11-01,175.38999938964844
2023-11-02,171.9499969482422
2023-11-03,175.0500030517578
2023-11-06,171.7899932861328
2023-11-07,176.05999755859375
2023-11-08,167.66000366210938
2023-11-09,163.41000366210938
2023-11-10,166.74000549316406
2023-11-13,166.2899932861328
2023-11-14,176.6999969482422
2023-11-15,180.47000122070312
2023-11-16,182.0399932861328
2023-11-17,183.66000366210938
2023-11-20,186.5500030517578
2023-11-21,183.86000061035156
2023-11-22,184.55999755859375
2023-11-24,185.9199981689453
2023-11-27,183.9499969482422
2023-11-28,183.36000061035156
2023-11-29,186.5800018310547
2023-11-30,188.25999450683594
2023-12-01,198.13999938964844
2023-12-04,202.2899932861328
2023-12-05,195.02999877929688
2023-12-06,194.2100067138672
2023-12-07,195.4600067138672
2023-12-08,198.99000549316406
2023-12-11,200.36000061035156
2023-12-12,198.77999877929688
2023-12-13,202.35000610351562
2023-12-14,206.66000366210938
2023-12-15,207.64999389648438
2023-12-18,215.13999938964844
2023-12-19,214.89999389648438
2023-12-20,211.6999969482422
2023-12-21,216.22999572753906
2023-12-22,218.3699951171875
2023-12-26,221.82000732421875
2023-12-27,221.25999450683594
2023-12-28,220.6199951171875
2023-12-29,220.14999389648438
2024-01-02,216.88999938964844
2024-01-03,207.85000610351562
2024-01-04,208.3800048828125
2024-01-05,208.22999572753906
2024-01-08,208.89999389648438
2024-01-09,203.1999969482422
2024-01-10,201.77000427246094
2024-01-11,198.27999877929688
2024-01-12,200.52000427246094
2024-01-16,198.39999389648438
2024-01-17,198.11000061035156
2024-01-18,198.61000061035156
2024-01-19,202.97000122070312
2024-01-22,206.25999450683594
2024-01-23,204.72000122070312
2024-01-24,204.7899932861328
2024-01-25,202.0500030517578
2024-01-26,201.44000244140625
2024-01-29,203.22999572753906
2024-01-30,201.74000549316406
2024-01-31,191.99000549316406
2024-02-01,195.57000732421875
2024-02-02,194.75
2024-02-05,191.64999389648438
2024-02-06,193.32000732421875
2024-02-07,192.41000366210938
2024-02-08,189.80999755859375
2024-02-09,186.9499969482422
2024-02-12,187.83999633789062
2024-02-13,182.7100067138672
2024-02-14,180.3699951171875
2024-02-15,180.75
2024-02-16,182.75
2024-02-20,175.36000061035156
2024-02-21,177.22999572753906
2024-02-22,179.8000030517578
2024-02-23,183.75999450683594
2024-02-26,186.6199951171875
2024-02-27,187.55999755859375
2024-02-28,190.97999572753906
2024-02-29,193.88999938964844
2024-03-01,199.8699951171875
2024-03-04,195.02000427246094
2024-03-05,192.36000061035156
2024-03-06,195.74000549316406
2024-03-07,210.41000366210938
2024-03-08,206.0399932861328
2024-03-11,204.3000030517578
2024-03-12,199.82000732421875
2024-03-13,200.86000061035156
2024-03-14,200.89999389648438
2024-03-15,194.9199981689453
2024-03-18,196.57000732421875
2024-03-19,199.8000030517578
2024-03-20,199.97000122070312
2024-03-21,200.8300018310547
2024-03-22,200.75
2024-03-25,201.7899932861328
2024-03-26,201.83999633789062
2024-03-27,207.91000366210938
2024-03-28,213.27999877929688
2024-04-01,215.19000244140625
2024-04-02,211.10000610351562
2024-04-03,217.58999633789062
2024-04-04,214.07000732421875
2024-04-05,215.61000061035156
2024-04-08,212.52999877929688
2024-04-09,213.36000061035156
2024-04-10,209.97000122070312
2024-04-11,213.05999755859375
2024-04-12,211.49000549316406
2024-04-15,200.85000610351562
2024-04-16,200.4499969482422
2024-04-17,197.47999572753906
2024-04-18,196.58999633789062
2024-04-19,198.47000122070312
2024-04-22,197.0800018310547
2024-04-23,198.19000244140625
2024-04-24,197.11000061035156
2024-04-25,198.0
2024-04-26,198.42999267578125
2024-04-29,200.10000610351562
2024-04-30,196.8699951171875
2024-05-01,195.17999267578125
2024-05-02,201.3699951171875
2024-05-03,202.10000610351562
2024-05-06,197.5399932861328
2024-05-07,188.77000427246094
2024-05-08,197.7899932861328
2024-05-09,205.94000244140625
2024-05-10,209.0800018310547
2024-05-13,207.3000030517578
2024-05-14,209.05999755859375
2024-05-15,221.3000030517578
2024-05-16,213.8800048828125
2024-05-17,221.94000244140625
2024-05-20,221.13999938964844
2024-05-21,221.27999877929688
2024-05-22,220.7100067138672
2024-05-23,219.02999877929688
2024-05-24,220.9600067138672
2024-05-28,218.05999755859375
2024-05-29,212.75999450683594
2024-05-30,209.7899932861328
2024-05-31,210.64999389648438
2024-06-03,209.14999389648438
2024-06-04,205.52000427246094
2024-06-05,210.5399932861328
2024-06-06,206.49000549316406
2024-06-07,202.55999755859375
2024-06-10,201.99000549316406
2024-06-11,200.74000549316406
2024-06-12,204.55999755859375
2024-06-13,199.58999633789062
2024-06-14,197.66000366210938
2024-06-17,196.1999969482422
2024-06-18,193.89999389648438
2024-06-20,194.1300048828125
2024-06-21,198.55999755859375
2024-06-24,200.02999877929688
2024-06-25,197.4499969482422
2024-06-26,190.3699951171875
2024-06-27,197.88999938964844
2024-06-28,198.6300048828125
2024-07-01,197.8699951171875
2024-07-02,195.0399932861328
2024-07-03,199.52999877929688
2024-07-05,198.16000366210938
2024-07-08,198.88999938964844
2024-07-09,188.9499969482422
2024-07-10,186.89999389648438
2024-07-11,190.75
2024-07-12,194.83999633789062
2024-07-15,197.0
2024-07-16,202.02999877929688
2024-07-17,198.77999877929688
2024-07-18,192.89999389648438
2024-07-19,191.7100067138672
2024-07-22,191.2100067138672
2024-07-23,189.16000366210938
2024-07-24,187.4499969482422
2024-07-25,190.8300018310547
2024-07-26,192.94000244140625
2024-07-29,188.97000122070312
2024-07-30,189.91000366210938
2024-07-31,187.9499969482422
2024-08-01,182.00999450683594
2024-08-02,181.92999267578125
2024-08-05,172.89999389648438
2024-08-06,177.83999633789062
2024-08-07,207.0
2024-08-08,209.0399932861328
2024-08-09,211.35000610351562
2024-08-12,209.1300048828125
2024-08-13,213.3699951171875
2024-08-14,213.2899932861328
2024-08-15,212.91000366210938
2024-08-16,210.97000122070312
2024-08-19,213.4199981689453
2024-08-20,215.32000732421875
2024-08-21,218.86000061035156
2024-08-22,217.8300018310547
2024-08-23,216.22999572753906
2024-08-26,213.86000061035156
2024-08-27,214.36000061035156
2024-08-28,219.47999572753906
2024-08-29,229.49000549316406
2024-08-30,234.13999938964844
2024-09-03,224.8699951171875
2024-09-04,228.47999572753906
2024-09-05,228.5
2024-09-06,225.10000610351562
2024-09-09,225.3000030517578
2024-09-10,227.52999877929688
2024-09-11,225.47999572753906
2024-09-12,225.1699981689453
2024-09-13,225.2100067138672
2024-09-16,226.10000610351562
2024-09-17,233.5399932861328
2024-09-18,236.0
2024-09-19,239.25999450683594
2024-09-20,235.55999755859375
2024-09-23,233.69000244140625
2024-09-24,233.5500030517578
2024-09-25,228.6999969482422
2024-09-26,235.80999755859375
2024-09-27,237.22000122070312
2024-09-30,238.82000732421875
2024-10-01,234.13999938964844
2024-10-02,234.5500030517578
2024-10-03,234.92999267578125
2024-10-04,239.10000610351562
2024-10-07,238.0
2024-10-08,236.4600067138672
2024-10-09,235.47999572753906
2024-10-10,231.22999572753906
2024-10-11,235.86000061035156
2024-10-14,237.3699951171875
2024-10-15,236.72000122070312
2024-10-16,237.52999877929688
2024-10-17,236.9199981689453
2024-10-18,239.0800018310547
2024-10-21,237.49000549316406
2024-10-22,237.25
2024-10-23,231.97000122070312
2024-10-24,234.6199951171875
2024-10-25,236.77000427246094
2024-10-28,239.9199981689453
2024-10-29,240.25
2024-10-30,240.8300018310547
2024-10-31,234.72999572753906
2024-11-01,233.6699981689453
2024-11-04,237.58999633789062
2024-11-05,241.0
2024-11-06,244.3300018310547
2024-11-07,245.97000122070312
2024-11-08,245.0
2024-11-11,248.67999267578125
2024-11-12,246.0800018310547
2024-11-13,246.0500030517578
2024-11-14,247.0399932861328
2024-11-15,246.8800048828125
2024-11-18,246.10000610351562
2024-11-19,247.0
2024-11-20,245.3000030517578
2024-11-21,248.49000549316406
