Date,NSC
2022-02-28,256.5199890136719
2022-03-01,255.07000732421875
2022-03-02,269.2200012207031
2022-03-03,272.0
2022-03-04,284.57000732421875
2022-03-07,278.30999755859375
2022-03-08,265.6700134277344
2022-03-09,263.7900085449219
2022-03-10,269.8500061035156
2022-03-11,267.3399963378906
2022-03-14,266.0899963378906
2022-03-15,268.05999755859375
2022-03-16,273.32000732421875
2022-03-17,274.3900146484375
2022-03-18,274.8299865722656
2022-03-21,278.1499938964844
2022-03-22,278.95001220703125
2022-03-23,277.2300109863281
2022-03-24,279.54998779296875
2022-03-25,283.3599853515625
2022-03-28,284.6199951171875
2022-03-29,285.6600036621094
2022-03-30,289.1499938964844
2022-03-31,285.2200012207031
2022-04-01,265.8399963378906
2022-04-04,266.8999938964844
2022-04-05,262.25
2022-04-06,256.92999267578125
2022-04-07,258.6600036621094
2022-04-08,258.1499938964844
2022-04-11,255.80999755859375
2022-04-12,258.7200012207031
2022-04-13,260.92999267578125
2022-04-14,263.05999755859375
2022-04-18,262.510009765625
2022-04-19,264.8599853515625
2022-04-20,267.9100036621094
2022-04-21,269.82000732421875
2022-04-22,258.5899963378906
2022-04-25,259.739990234375
2022-04-26,254.63999938964844
2022-04-27,262.5299987792969
2022-04-28,265.8500061035156
2022-04-29,257.8800048828125
2022-05-02,256.6099853515625
2022-05-03,256.0799865722656
2022-05-04,264.6700134277344
2022-05-05,256.8699951171875
2022-05-06,255.74000549316406
2022-05-09,249.5
2022-05-10,245.75
2022-05-11,246.5399932861328
2022-05-12,246.05999755859375
2022-05-13,249.32000732421875
2022-05-16,247.10000610351562
2022-05-17,251.6999969482422
2022-05-18,237.57000732421875
2022-05-19,228.02999877929688
2022-05-20,228.86000061035156
2022-05-23,232.7899932861328
2022-05-24,232.30999755859375
2022-05-25,232.61000061035156
2022-05-26,236.6999969482422
2022-05-27,241.02999877929688
2022-05-31,239.66000366210938
2022-06-01,241.94000244140625
2022-06-02,246.80999755859375
2022-06-03,244.66000366210938
2022-06-06,244.67999267578125
2022-06-07,249.39999389648438
2022-06-08,242.80999755859375
2022-06-09,237.4499969482422
2022-06-10,229.36000061035156
2022-06-13,223.07000732421875
2022-06-14,222.80999755859375
2022-06-15,224.5
2022-06-16,222.7899932861328
2022-06-17,221.47000122070312
2022-06-21,224.1999969482422
2022-06-22,224.13999938964844
2022-06-23,221.69000244140625
2022-06-24,230.42999267578125
2022-06-27,227.72999572753906
2022-06-28,226.38999938964844
2022-06-29,227.1300048828125
2022-06-30,227.2899932861328
2022-07-01,228.5500030517578
2022-07-05,224.17999267578125
2022-07-06,225.74000549316406
2022-07-07,228.75
2022-07-08,226.1999969482422
2022-07-11,225.57000732421875
2022-07-12,222.36000061035156
2022-07-13,221.47000122070312
2022-07-14,221.6999969482422
2022-07-15,227.88999938964844
2022-07-18,229.05999755859375
2022-07-19,236.19000244140625
2022-07-20,237.8699951171875
2022-07-21,242.11000061035156
2022-07-22,243.10000610351562
2022-07-25,246.89999389648438
2022-07-26,244.61000061035156
2022-07-27,243.24000549316406
2022-07-28,244.8300018310547
2022-07-29,251.1699981689453
2022-08-01,253.00999450683594
2022-08-02,248.02000427246094
2022-08-03,250.3000030517578
2022-08-04,250.92999267578125
2022-08-05,251.02000427246094
2022-08-08,249.74000549316406
2022-08-09,249.33999633789062
2022-08-10,257.57000732421875
2022-08-11,260.2099914550781
2022-08-12,261.8399963378906
2022-08-15,257.05999755859375
2022-08-16,257.6099853515625
2022-08-17,257.79998779296875
2022-08-18,258.6000061035156
2022-08-19,255.75
2022-08-22,256.9100036621094
2022-08-23,258.29998779296875
2022-08-24,259.82000732421875
2022-08-25,262.989990234375
2022-08-26,252.99000549316406
2022-08-29,251.85000610351562
2022-08-30,244.77000427246094
2022-08-31,243.1300048828125
2022-09-01,241.1300048828125
2022-09-02,239.25999450683594
2022-09-06,239.91000366210938
2022-09-07,243.22000122070312
2022-09-08,245.92999267578125
2022-09-09,249.85000610351562
2022-09-12,250.5800018310547
2022-09-13,243.3000030517578
2022-09-14,238.0399932861328
2022-09-15,238.86000061035156
2022-09-16,233.97999572753906
2022-09-19,236.08999633789062
2022-09-20,229.58999633789062
2022-09-21,227.88999938964844
2022-09-22,224.7100067138672
2022-09-23,217.64999389648438
2022-09-26,214.75999450683594
2022-09-27,213.83999633789062
2022-09-28,216.72000122070312
2022-09-29,214.5500030517578
2022-09-30,209.64999389648438
2022-10-03,216.8000030517578
2022-10-04,223.1699981689453
2022-10-05,221.02000427246094
2022-10-06,218.92999267578125
2022-10-07,214.57000732421875
2022-10-10,212.24000549316406
2022-10-11,212.7899932861328
2022-10-12,211.32000732421875
2022-10-13,215.61000061035156
2022-10-14,213.49000549316406
2022-10-17,219.10000610351562
2022-10-18,222.33999633789062
2022-10-19,217.6199951171875
2022-10-20,204.8699951171875
2022-10-21,208.0399932861328
2022-10-24,213.22999572753906
2022-10-25,215.77000427246094
2022-10-26,222.1199951171875
2022-10-27,223.58999633789062
2022-10-28,229.13999938964844
2022-10-31,228.07000732421875
2022-11-01,229.99000549316406
2022-11-02,225.39999389648438
2022-11-03,227.2100067138672
2022-11-04,233.8000030517578
2022-11-07,235.6300048828125
2022-11-08,236.32000732421875
2022-11-09,230.5399932861328
2022-11-10,242.97999572753906
2022-11-11,250.91000366210938
2022-11-14,251.67999267578125
2022-11-15,248.13999938964844
2022-11-16,249.72000122070312
2022-11-17,245.55999755859375
2022-11-18,246.75999450683594
2022-11-21,249.25999450683594
2022-11-22,251.10000610351562
2022-11-23,251.11000061035156
2022-11-25,252.32000732421875
2022-11-28,248.5500030517578
2022-11-29,253.36000061035156
2022-11-30,256.5
2022-12-01,256.3599853515625
2022-12-02,254.07000732421875
2022-12-05,247.30999755859375
2022-12-06,242.5500030517578
2022-12-07,241.5500030517578
2022-12-08,245.6699981689453
2022-12-09,244.0500030517578
2022-12-12,253.0500030517578
2022-12-13,257.92999267578125
2022-12-14,258.4200134277344
2022-12-15,252.2899932861328
2022-12-16,250.60000610351562
2022-12-19,247.0
2022-12-20,242.9199981689453
2022-12-21,246.6999969482422
2022-12-22,245.4499969482422
2022-12-23,247.5
2022-12-27,249.52000427246094
2022-12-28,245.7899932861328
2022-12-29,248.2100067138672
2022-12-30,246.4199981689453
2023-01-03,247.6999969482422
2023-01-04,250.89999389648438
2023-01-05,247.47999572753906
2023-01-06,255.7899932861328
2023-01-09,254.22999572753906
2023-01-10,254.64999389648438
2023-01-11,256.1400146484375
2023-01-12,254.1699981689453
2023-01-13,255.1300048828125
2023-01-17,256.6600036621094
2023-01-18,254.6699981689453
2023-01-19,249.8800048828125
2023-01-20,253.66000366210938
2023-01-23,256.44000244140625
2023-01-24,255.8800048828125
2023-01-25,242.97000122070312
2023-01-26,241.17999267578125
2023-01-27,238.80999755859375
2023-01-30,238.2100067138672
2023-01-31,245.80999755859375
2023-02-01,248.7899932861328
2023-02-02,254.83999633789062
2023-02-03,252.1199951171875
2023-02-06,246.4600067138672
2023-02-07,247.6699981689453
2023-02-08,246.6199951171875
2023-02-09,238.97999572753906
2023-02-10,242.61000061035156
2023-02-13,239.7100067138672
2023-02-14,235.27999877929688
2023-02-15,238.2899932861328
2023-02-16,230.02000427246094
2023-02-17,228.14999389648438
2023-02-21,224.5500030517578
2023-02-22,221.99000549316406
2023-02-23,223.86000061035156
2023-02-24,224.77000427246094
2023-02-27,225.30999755859375
2023-02-28,224.82000732421875
2023-03-01,225.41000366210938
2023-03-02,228.61000061035156
2023-03-03,228.38999938964844
2023-03-06,222.4199981689453
2023-03-07,215.17999267578125
2023-03-08,216.30999755859375
2023-03-09,213.2100067138672
2023-03-10,210.4499969482422
2023-03-13,207.6300048828125
2023-03-14,208.0800018310547
2023-03-15,205.17999267578125
2023-03-16,207.44000244140625
2023-03-17,203.89999389648438
2023-03-20,205.3300018310547
2023-03-21,205.38999938964844
2023-03-22,200.5800018310547
2023-03-23,199.4199981689453
2023-03-24,200.25999450683594
2023-03-27,202.92999267578125
2023-03-28,204.58999633789062
2023-03-29,207.25
2023-03-30,208.83999633789062
2023-03-31,212.0
2023-04-03,208.77999877929688
2023-04-04,205.02000427246094
2023-04-05,203.0399932861328
2023-04-06,205.41000366210938
2023-04-10,202.30999755859375
2023-04-11,205.82000732421875
2023-04-12,206.32000732421875
2023-04-13,206.97999572753906
2023-04-14,207.58999633789062
2023-04-17,209.7100067138672
2023-04-18,209.69000244140625
2023-04-19,209.83999633789062
2023-04-20,211.82000732421875
2023-04-21,211.61000061035156
2023-04-24,211.91000366210938
2023-04-25,207.1199951171875
2023-04-26,201.02000427246094
2023-04-27,200.86000061035156
2023-04-28,203.02999877929688
2023-05-01,208.61000061035156
2023-05-02,203.88999938964844
2023-05-03,202.97999572753906
2023-05-04,203.92999267578125
2023-05-05,208.72000122070312
2023-05-08,207.0800018310547
2023-05-09,208.3000030517578
2023-05-10,208.5
2023-05-11,210.30999755859375
2023-05-12,211.91000366210938
2023-05-15,212.9199981689453
2023-05-16,212.4600067138672
2023-05-17,214.97999572753906
2023-05-18,216.1699981689453
2023-05-19,217.74000549316406
2023-05-22,218.24000549316406
2023-05-23,214.0
2023-05-24,210.97999572753906
2023-05-25,211.22000122070312
2023-05-26,210.57000732421875
2023-05-30,211.19000244140625
2023-05-31,208.17999267578125
2023-06-01,212.2100067138672
2023-06-02,215.8699951171875
2023-06-05,214.35000610351562
2023-06-06,212.1999969482422
2023-06-07,218.16000366210938
2023-06-08,217.61000061035156
2023-06-09,216.17999267578125
2023-06-12,215.94000244140625
2023-06-13,218.25999450683594
2023-06-14,221.39999389648438
2023-06-15,223.3000030517578
2023-06-16,224.13999938964844
2023-06-20,220.39999389648438
2023-06-21,220.7899932861328
2023-06-22,220.11000061035156
2023-06-23,218.0
2023-06-26,221.85000610351562
2023-06-27,222.58999633789062
2023-06-28,223.16000366210938
2023-06-29,225.97999572753906
2023-06-30,226.75999450683594
2023-07-03,228.8800048828125
2023-07-05,227.19000244140625
2023-07-06,227.2100067138672
2023-07-07,226.72000122070312
2023-07-10,228.92999267578125
2023-07-11,232.02000427246094
2023-07-12,230.97000122070312
2023-07-13,233.52000427246094
2023-07-14,234.77999877929688
2023-07-17,233.17999267578125
2023-07-18,235.13999938964844
2023-07-19,237.41000366210938
2023-07-20,237.49000549316406
2023-07-21,233.00999450683594
2023-07-24,235.3699951171875
2023-07-25,237.17999267578125
2023-07-26,236.92999267578125
2023-07-27,235.33999633789062
2023-07-28,236.66000366210938
2023-07-31,233.58999633789062
2023-08-01,233.97000122070312
2023-08-02,230.22000122070312
2023-08-03,227.27999877929688
2023-08-04,224.63999938964844
2023-08-07,224.27999877929688
2023-08-08,219.5800018310547
2023-08-09,218.0
2023-08-10,217.49000549316406
2023-08-11,215.91000366210938
2023-08-14,215.42999267578125
2023-08-15,208.85000610351562
2023-08-16,207.63999938964844
2023-08-17,208.49000549316406
2023-08-18,212.11000061035156
2023-08-21,210.08999633789062
2023-08-22,208.72000122070312
2023-08-23,210.60000610351562
2023-08-24,208.55999755859375
2023-08-25,210.64999389648438
2023-08-28,211.1999969482422
2023-08-29,207.72999572753906
2023-08-30,209.42999267578125
2023-08-31,205.00999450683594
2023-09-01,206.3800048828125
2023-09-05,201.08999633789062
2023-09-06,198.4199981689453
2023-09-07,196.19000244140625
2023-09-08,195.63999938964844
2023-09-11,195.97000122070312
2023-09-12,198.5500030517578
2023-09-13,200.72999572753906
2023-09-14,206.60000610351562
2023-09-15,204.02999877929688
2023-09-18,204.1300048828125
2023-09-19,201.91000366210938
2023-09-20,205.2899932861328
2023-09-21,201.27999877929688
2023-09-22,202.5
2023-09-25,202.8800048828125
2023-09-26,198.27000427246094
2023-09-27,196.22000122070312
2023-09-28,197.3800048828125
2023-09-29,196.92999267578125
2023-10-02,191.5
2023-10-03,192.4199981689453
2023-10-04,192.9600067138672
2023-10-05,190.69000244140625
2023-10-06,191.50999450683594
2023-10-09,195.75
2023-10-10,200.80999755859375
2023-10-11,202.0
2023-10-12,200.97999572753906
2023-10-13,200.94000244140625
2023-10-16,207.5500030517578
2023-10-17,207.8300018310547
2023-10-18,203.44000244140625
2023-10-19,200.08999633789062
2023-10-20,201.6999969482422
2023-10-23,196.89999389648438
2023-10-24,196.24000549316406
2023-10-25,185.7899932861328
2023-10-26,185.3000030517578
2023-10-27,184.52999877929688
2023-10-30,187.57000732421875
2023-10-31,190.7899932861328
2023-11-01,190.19000244140625
2023-11-02,191.86000061035156
2023-11-03,194.55999755859375
2023-11-06,195.27999877929688
2023-11-07,194.39999389648438
2023-11-08,194.80999755859375
2023-11-09,193.80999755859375
2023-11-10,196.8800048828125
2023-11-13,199.07000732421875
2023-11-14,204.1199951171875
2023-11-15,207.00999450683594
2023-11-16,208.33999633789062
2023-11-17,211.0399932861328
2023-11-20,212.1199951171875
2023-11-21,213.10000610351562
2023-11-22,213.91000366210938
2023-11-24,215.86000061035156
2023-11-27,211.8800048828125
2023-11-28,212.39999389648438
2023-11-29,215.0800018310547
2023-11-30,218.16000366210938
2023-12-01,226.47000122070312
2023-12-04,228.02999877929688
2023-12-05,223.91000366210938
2023-12-06,228.0800018310547
2023-12-07,227.38999938964844
2023-12-08,221.0
2023-12-11,221.75
2023-12-12,222.27000427246094
2023-12-13,227.61000061035156
2023-12-14,233.77000427246094
2023-12-15,232.27000427246094
2023-12-18,232.19000244140625
2023-12-19,233.6199951171875
2023-12-20,229.77999877929688
2023-12-21,234.4199981689453
2023-12-22,234.1199951171875
2023-12-26,236.33999633789062
2023-12-27,235.52999877929688
2023-12-28,236.52999877929688
2023-12-29,236.3800048828125
2024-01-02,235.66000366210938
2024-01-03,232.97000122070312
2024-01-04,231.02000427246094
2024-01-05,229.02000427246094
2024-01-08,229.7100067138672
2024-01-09,227.64999389648438
2024-01-10,228.85000610351562
2024-01-11,226.60000610351562
2024-01-12,229.52999877929688
2024-01-16,229.08999633789062
2024-01-17,226.13999938964844
2024-01-18,234.25999450683594
2024-01-19,234.0500030517578
2024-01-22,240.13999938964844
2024-01-23,241.55999755859375
2024-01-24,237.07000732421875
2024-01-25,237.85000610351562
2024-01-26,234.25999450683594
2024-01-29,238.41000366210938
2024-01-30,236.85000610351562
2024-01-31,235.24000549316406
2024-02-01,255.22999572753906
2024-02-02,251.0800018310547
2024-02-05,248.47999572753906
2024-02-06,251.86000061035156
2024-02-07,250.5500030517578
2024-02-08,254.0500030517578
2024-02-09,254.8300018310547
2024-02-12,253.9199981689453
2024-02-13,250.27000427246094
2024-02-14,252.25999450683594
2024-02-15,254.33999633789062
2024-02-16,252.0399932861328
2024-02-20,253.7899932861328
2024-02-21,257.6199951171875
2024-02-22,256.19000244140625
2024-02-23,258.010009765625
2024-02-26,254.5500030517578
2024-02-27,252.47999572753906
2024-02-28,253.5500030517578
2024-02-29,253.3800048828125
2024-03-01,257.489990234375
2024-03-04,259.1700134277344
2024-03-05,257.3500061035156
2024-03-06,254.38999938964844
2024-03-07,255.36000061035156
2024-03-08,259.5400085449219
2024-03-11,258.260009765625
2024-03-12,260.79998779296875
2024-03-13,263.1300048828125
2024-03-14,258.4800109863281
2024-03-15,255.8300018310547
2024-03-18,256.2200012207031
2024-03-19,256.6000061035156
2024-03-20,261.2300109863281
2024-03-21,257.7900085449219
2024-03-22,254.1199951171875
2024-03-25,248.02999877929688
2024-03-26,247.22000122070312
2024-03-27,251.72000122070312
2024-03-28,254.8699951171875
2024-04-01,252.0
2024-04-02,250.75999450683594
2024-04-03,251.8300018310547
2024-04-04,248.50999450683594
2024-04-05,250.02999877929688
2024-04-08,250.25999450683594
2024-04-09,253.38999938964844
2024-04-10,249.64999389648438
2024-04-11,249.72999572753906
2024-04-12,245.74000549316406
2024-04-15,245.57000732421875
2024-04-16,242.91000366210938
2024-04-17,239.33999633789062
2024-04-18,240.27000427246094
2024-04-19,241.27999877929688
2024-04-22,244.61000061035156
2024-04-23,245.02999877929688
2024-04-24,236.22000122070312
2024-04-25,240.8300018310547
2024-04-26,239.94000244140625
2024-04-29,241.44000244140625
2024-04-30,230.32000732421875
2024-05-01,230.5800018310547
2024-05-02,233.8000030517578
2024-05-03,235.5500030517578
2024-05-06,230.47000122070312
2024-05-07,232.32000732421875
2024-05-08,232.13999938964844
2024-05-09,226.3300018310547
2024-05-10,230.2899932861328
2024-05-13,230.97999572753906
2024-05-14,229.94000244140625
2024-05-15,231.36000061035156
2024-05-16,232.5500030517578
2024-05-17,231.47000122070312
2024-05-20,230.3300018310547
2024-05-21,224.7100067138672
2024-05-22,230.6199951171875
2024-05-23,226.3000030517578
2024-05-24,226.86000061035156
2024-05-28,222.80999755859375
2024-05-29,219.00999450683594
2024-05-30,220.67999267578125
2024-05-31,224.8000030517578
2024-06-03,223.7899932861328
2024-06-04,221.7100067138672
2024-06-05,223.3000030517578
2024-06-06,224.6999969482422
2024-06-07,224.07000732421875
2024-06-10,225.11000061035156
2024-06-11,224.92999267578125
2024-06-12,224.1300048828125
2024-06-13,221.83999633789062
2024-06-14,219.89999389648438
2024-06-17,220.89999389648438
2024-06-18,221.94000244140625
2024-06-20,224.5
2024-06-21,224.8699951171875
2024-06-24,218.67999267578125
2024-06-25,213.3699951171875
2024-06-26,212.49000549316406
2024-06-27,209.89999389648438
2024-06-28,214.69000244140625
2024-07-01,214.05999755859375
2024-07-02,215.5500030517578
2024-07-03,216.3000030517578
2024-07-05,215.86000061035156
2024-07-08,214.25
2024-07-09,213.75
2024-07-10,214.8300018310547
2024-07-11,220.94000244140625
2024-07-12,221.35000610351562
2024-07-15,227.75999450683594
2024-07-16,234.7899932861328
2024-07-17,234.4499969482422
2024-07-18,230.3800048828125
2024-07-19,227.9499969482422
2024-07-22,228.02999877929688
2024-07-23,224.27999877929688
2024-07-24,221.33999633789062
2024-07-25,222.89999389648438
2024-07-26,247.22000122070312
2024-07-29,247.6300048828125
2024-07-30,249.7100067138672
2024-07-31,249.55999755859375
2024-08-01,246.4600067138672
2024-08-02,243.41000366210938
2024-08-05,239.67999267578125
2024-08-06,243.85000610351562
2024-08-07,239.97999572753906
2024-08-08,242.02999877929688
2024-08-09,239.6199951171875
2024-08-12,237.17999267578125
2024-08-13,239.3699951171875
2024-08-14,241.97000122070312
2024-08-15,241.14999389648438
2024-08-16,240.44000244140625
2024-08-19,241.1699981689453
2024-08-20,240.77000427246094
2024-08-21,241.52999877929688
2024-08-22,237.10000610351562
2024-08-23,240.64999389648438
2024-08-26,242.3699951171875
2024-08-27,248.88999938964844
2024-08-28,250.2899932861328
2024-08-29,252.02000427246094
2024-08-30,256.1600036621094
2024-09-03,254.55999755859375
2024-09-04,259.69000244140625
2024-09-05,252.75999450683594
2024-09-06,250.00999450683594
2024-09-09,256.80999755859375
2024-09-10,257.3699951171875
2024-09-11,253.77000427246094
2024-09-12,254.58999633789062
2024-09-13,245.8000030517578
2024-09-16,247.07000732421875
2024-09-17,246.24000549316406
2024-09-18,249.2899932861328
2024-09-19,251.86000061035156
2024-09-20,247.86000061035156
2024-09-23,246.0
2024-09-24,246.92999267578125
2024-09-25,243.3000030517578
2024-09-26,244.33999633789062
2024-09-27,246.47000122070312
2024-09-30,248.5
2024-10-01,248.13999938964844
2024-10-02,247.02999877929688
2024-10-03,244.8800048828125
2024-10-04,247.9199981689453
2024-10-07,243.75999450683594
2024-10-08,243.1999969482422
2024-10-09,245.16000366210938
2024-10-10,245.91000366210938
2024-10-11,250.1699981689453
2024-10-14,253.83999633789062
2024-10-15,254.3300018310547
2024-10-16,255.64999389648438
2024-10-17,248.24000549316406
2024-10-18,252.3699951171875
2024-10-21,248.16000366210938
2024-10-22,260.42999267578125
2024-10-23,256.9800109863281
2024-10-24,253.4199981689453
2024-10-25,251.08999633789062
2024-10-28,253.58999633789062
2024-10-29,252.41000366210938
2024-10-30,252.74000549316406
2024-10-31,250.42999267578125
2024-11-01,250.08999633789062
2024-11-04,247.58999633789062
2024-11-05,252.11000061035156
2024-11-06,277.0
2024-11-07,270.7099914550781
2024-11-08,271.6700134277344
2024-11-11,271.1099853515625
2024-11-12,267.45001220703125
2024-11-13,269.260009765625
2024-11-14,264.760009765625
2024-11-15,261.260009765625
2024-11-18,262.2200012207031
2024-11-19,259.7099914550781
2024-11-20,258.92999267578125
2024-11-21,264.260009765625
